sample,file_1,file_2,type,fasta,taxid
EGP017_25_003,/home/nga10kg/FSP/btk_debug/synth_from_btkdebug/EGP017_25_003_best_assembly_sorted_v2.bam,,bam,/home/nga10kg/FSP/btk_debug/synth_from_btkdebug/EGP017_25_003_best_assembly.fa.gz,2897174
